Timestamp    | Direction  | Target   | Bytes | Payload Data
5.814634     | OUT        | 7.5      | 0     | []
5.837852     | IN         | 7.6      | 0     | []
5.843329     | IN         | 7.3      | 0     | []
5.848155     | IN         | 7.6      | 0     | []
5.849363     | OUT        | 7.5      | 0     | []
5.859645     | OUT        | 7.5      | 0     | []
5.863430     | OUT        | 7.5      | 0     | []
5.880364     | IN         | 7.6      | 0     | []
5.888985     | IN         | 7.6      | 0     | []
5.894540     | OUT        | 7.5      | 0     | []
5.898450     | OUT        | 7.5      | 0     | []
5.915386     | OUT        | 7.5      | 0     | []
5.930780     | OUT        | 7.5      | 0     | []
5.935806     | IN         | 7.6      | 0     | []
5.940071     | IN         | 7.3      | 1     | 00
5.940605     | IN         | 7.3      | 1     | 00
5.940665     | OUT        | 7.5      | 0     | []
5.940747     | IN         | 7.3      | 1     | 50
5.940961     | OUT        | 7.5      | 0     | []
5.941241     | IN         | 7.6      | 0     | []
5.962562     | OUT        | 7.5      | 0     | []
5.983440     | OUT        | 7.2      | 1     | 00
5.998561     | IN         | 7.6      | 0     | []
6.017180     | IN         | 7.6      | 0     | []
6.019908     | IN         | 7.6      | 0     | []
6.020187     | IN         | 7.3      | 0     | []
6.023544     | OUT        | 7.5      | 0     | []
6.034816     | IN         | 7.6      | 0     | []
6.035863     | IN         | 7.3      | 1     | 90
6.036087     | IN         | 7.3      | 1     | 7f
6.037658     | IN         | 7.3      | 1     | 90
6.037808     | IN         | 7.6      | 0     | []
6.037866     | IN         | 7.3      | 1     | 7f
6.040187     | IN         | 7.6      | 0     | []
6.040744     | OUT        | 7.2      | 1     | 00
6.051821     | IN         | 7.6      | 0     | []
6.071720     | IN         | 7.3      | 1     | 36
6.072106     | IN         | 7.3      | 1     | 73
6.072522     | IN         | 7.3      | 1     | 51
6.076772     | IN         | 7.6      | 0     | []
6.080874     | IN         | 7.6      | 0     | []
6.087435     | IN         | 7.6      | 0     | []
6.088560     | IN         | 7.6      | 0     | []
6.094050     | OUT        | 7.5      | 0     | []
6.094059     | IN         | 7.6      | 0     | []
6.094981     | OUT        | 7.5      | 0     | []
6.107553     | OUT        | 7.5      | 0     | []
6.112109     | OUT        | 7.5      | 0     | []
6.118172     | IN         | 7.6      | 0     | []
6.121237     | OUT        | 7.2      | 1     | 00
6.129844     | IN         | 7.3      | 0     | []
6.144573     | OUT        | 7.2      | 1     | 00
6.150087     | OUT        | 7.5      | 0     | []
6.164483     | IN         | 7.6      | 0     | []
6.192447     | OUT        | 7.5      | 0     | []
6.207091     | OUT        | 7.5      | 0     | []
6.214835     | IN         | 7.6      | 0     | []
6.221128     | IN         | 7.6      | 0     | []
6.227407     | OUT        | 7.5      | 0     | []
6.232136     | IN         | 7.6      | 0     | []
6.239016     | OUT        | 7.5      | 0     | []
6.239289     | IN         | 7.3      | 1     | 90
6.239410     | IN         | 7.3      | 1     | 7f
