Timestamp    |     d(ms) | Direction  | Target   | Bytes | Payload Data
44.855285    |     0.066 | IN         | 9.0      | 30    | 1e 03 4a 00 6f 00 63 00 6b 00 65 00 79 00 20 00 33 00 20 00 52 00 65 00 6d 00 69 00 78 00
44.855291    |     0.006 | OUT        | 9.0      | 0     | []
44.855337    |     0.046 | SETUP      | 9.0      | 8     | 80 06 01 03 09 04 ff 00   <- GET_DESCRIPTOR wValue=0x0301 wIndex=0x0409 len=255
44.855382    |     0.045 | IN         | 9.0      | 14    | 0e 03 72 00 65 00 6c 00 6f 00 6f 00 70 00
44.855388    |     0.006 | OUT        | 9.0      | 0     | []
44.855434    |     0.046 | SETUP      | 9.0      | 8     | 80 06 03 03 09 04 ff 00   <- GET_DESCRIPTOR wValue=0x0303 wIndex=0x0409 len=255
44.855520    |     0.086 | IN         | 9.0      | 34    | 22 03 6e 00 6f 00 20 00 73 00 65 00 72 00 69 00 61 00 6c 00 20 00 6e 00 75 00 6d 00 62 00 65 00 72 00
44.855526    |     0.006 | OUT        | 9.0      | 0     | []
44.884708    |    29.182 | SETUP      | 9.0      | 8     | 00 09 01 00 00 00 00 00   <- SET_CONFIGURATION wValue=0x0001
44.884741    |     0.033 | IN         | 9.0      | 0     | []
44.884838    |     0.097 | SETUP      | 9.0      | 8     | c0 56 00 00 00 00 03 00   <- GET_FIRMWARE len=3
44.884861    |     0.023 | IN         | 9.0      | 3     | 31 01 06
44.884874    |     0.013 | OUT        | 9.0      | 0     | []
44.885162    |     0.288 | SETUP      | 9.0      | 8     | 01 0b 01 00 00 00 00 00   <- SET_INTERFACE intf=0 alt=1
44.885193    |     0.031 | IN         | 9.0      | 0     | []
44.886183    |     0.990 | SETUP      | 9.0      | 8     | 01 0b 01 00 01 00 00 00   <- SET_INTERFACE intf=1 alt=1
44.886206    |     0.023 | IN         | 9.0      | 0     | []
44.886560    |     0.354 | SETUP      | 9.0      | 8     | 02 01 00 00 86 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
44.886583    |     0.023 | IN         | 9.0      | 0     | []
44.886914    |     0.331 | SETUP      | 9.0      | 8     | 02 01 00 00 05 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
44.886937    |     0.023 | IN         | 9.0      | 0     | []
44.887344    |     0.407 | SETUP      | 9.0      | 8     | 02 01 00 00 83 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
44.887367    |     0.023 | IN         | 9.0      | 0     | []
44.887773    |     0.406 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.887806    |     0.033 | IN         | 9.0      | 1     | 12
44.887812    |     0.006 | OUT        | 9.0      | 0     | []
44.887876    |     0.064 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.887899    |     0.023 | IN         | 9.0      | 1     | 12
44.887905    |     0.006 | OUT        | 9.0      | 0     | []
44.887963    |     0.058 | SETUP      | 9.0      | 8     | 40 49 32 00 00 00 00 00   <- SET_STATUS wValue=0x0032
44.888175    |     0.212 | IN         | 9.0      | 0     | []
44.888187    |     0.012 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.888210    |     0.023 | IN         | 9.0      | 1     | 32
44.888218    |     0.008 | OUT        | 9.0      | 0     | []
44.888282    |     0.064 | SETUP      | 9.0      | 8     | c0 56 00 00 00 00 03 00   <- GET_FIRMWARE len=3
44.888305    |     0.023 | IN         | 9.0      | 3     | 31 01 06
44.888311    |     0.006 | OUT        | 9.0      | 0     | []
44.888718    |     0.407 | SETUP      | 9.0      | 8     | 01 0b 01 00 00 00 00 00   <- SET_INTERFACE intf=0 alt=1
44.888741    |     0.023 | IN         | 9.0      | 0     | []
44.889736    |     0.995 | SETUP      | 9.0      | 8     | 01 0b 01 00 01 00 00 00   <- SET_INTERFACE intf=1 alt=1
44.889760    |     0.024 | IN         | 9.0      | 0     | []
44.890195    |     0.435 | SETUP      | 9.0      | 8     | 02 01 00 00 86 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
44.890224    |     0.029 | IN         | 9.0      | 0     | []
44.890586    |     0.362 | SETUP      | 9.0      | 8     | 02 01 00 00 05 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
44.890610    |     0.024 | IN         | 9.0      | 0     | []
44.890957    |     0.347 | SETUP      | 9.0      | 8     | 02 01 00 00 83 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
44.890981    |     0.024 | IN         | 9.0      | 0     | []
44.891413    |     0.432 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.891436    |     0.023 | IN         | 9.0      | 1     | 32
44.891441    |     0.005 | OUT        | 9.0      | 0     | []
44.891481    |     0.040 | SETUP      | 9.0      | 8     | a2 81 00 01 00 00 03 00   <- GET_RATE ep=none wValue=0x0100 len=3
44.891610    |     0.129 | IN         | 9.0      | 3     | 44 ac 00
44.891615    |     0.005 | OUT        | 9.0      | 0     | []
44.906721    |    15.106 | SETUP      | 9.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
44.906746    |     0.025 | OUT        | 9.0      | 3     | 44 ac 00
44.906772    |     0.026 | IN         | 9.0      | 0     | []
44.906835    |     0.063 | SETUP      | 9.0      | 8     | 22 01 00 01 05 00 03 00   <- SET_RATE ep=0x05 wValue=0x0100 len=3
44.906860    |     0.025 | OUT        | 9.0      | 3     | 44 ac 00
44.906886    |     0.026 | IN         | 9.0      | 0     | []
44.906932    |     0.046 | SETUP      | 9.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
44.906956    |     0.024 | OUT        | 9.0      | 3     | 44 ac 00
44.906982    |     0.026 | IN         | 9.0      | 0     | []
44.907028    |     0.046 | SETUP      | 9.0      | 8     | 22 01 00 01 05 00 03 00   <- SET_RATE ep=0x05 wValue=0x0100 len=3
44.907053    |     0.025 | OUT        | 9.0      | 3     | 44 ac 00
44.907079    |     0.026 | IN         | 9.0      | 0     | []
44.907134    |     0.055 | SETUP      | 9.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
44.907159    |     0.025 | OUT        | 9.0      | 3     | 44 ac 00
44.907185    |     0.026 | IN         | 9.0      | 0     | []
44.907193    |     0.008 | SETUP      | 9.0      | 8     | a2 81 00 01 86 00 03 00   <- GET_RATE ep=0x86 wValue=0x0100 len=3
44.907364    |     0.171 | IN         | 9.0      | 3     | 44 ac 00
44.907369    |     0.005 | OUT        | 9.0      | 0     | []
44.958411    |    51.042 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.958435    |     0.024 | IN         | 9.0      | 1     | 32
44.958440    |     0.005 | OUT        | 9.0      | 0     | []
44.958483    |     0.043 | SETUP      | 9.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
44.958507    |     0.024 | IN         | 9.0      | 1     | 32
44.958518    |     0.011 | OUT        | 9.0      | 0     | []
44.958529    |     0.011 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
44.958539    |     0.010 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
44.973178    |    14.639 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 33702 transactions omitted over 3.386534 s (44.973243 -> 48.359777): 18716 IN 9.6, 14986 OUT 9.5
48.359916    |     0.139 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.359926    |     0.010 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360117    |     0.191 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360152    |     0.035 | IN         | 9.3      | 5     | fd fd fd 90 fb
48.360159    |     0.007 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360286    |     0.127 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360375    |     0.089 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360461    |     0.086 | IN         | 9.3      | 5     | fd fd fd 3b fb
48.360465    |     0.004 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360544    |     0.079 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360703    |     0.159 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360738    |     0.035 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360917    |     0.179 | IN         | 9.3      | 5     | fd fd fd 7f fb
48.360920    |     0.003 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.360929    |     0.009 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361121    |     0.192 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 3 transactions omitted over 0.000239 s (48.361164 -> 48.361403): 1 IN 9.6, 2 OUT 9.5
48.361471    |     0.068 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361587    |     0.116 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361622    |     0.035 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361796    |     0.174 | IN         | 9.3      | 5     | fd fd fd 92 fb
48.361798    |     0.002 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361808    |     0.010 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.361979    |     0.171 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 6 transactions omitted over 0.000499 s (48.362022 -> 48.362521): 3 IN 9.6, 3 OUT 9.5
48.362615    |     0.094 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.362625    |     0.010 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.362816    |     0.191 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.362851    |     0.035 | IN         | 9.3      | 5     | fd fd 13 7f fb
48.362858    |     0.007 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.362985    |     0.127 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
48.363073    |     0.088 | OUT        | 9.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 13782 transactions omitted over 1.370573 s (48.363281 -> 49.733854): 7624 IN 9.6, 6158 OUT 9.5
49.733889    |     0.035 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
49.734075    |     0.186 | IN         | 9.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
49.734085    |     0.010 | OUT        | 9.5      | 512   | 03 03 03 03 03 03 00 03 00 03 00 00 03 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
